unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
741000,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Annual Average 2021,2021-01-01,15.29935075
649828,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,6.04
173145,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2009-10,2009-12-01,9.73
175318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2009-10,2009-12-01,35.16
741099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2021,2021-01-01,11.40689356
412590,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2016,2016-06-01,13.27
131535,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,401,Long Island City - Astoria,2009-2011,2009-01-01,12.3
602836,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,22.82
170273,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2010,2009-12-01,9.48
177868,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2011,2011-06-01,11.19
221827,386,Ozone (O3),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2011,2011-06-01,31.43
649868,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Summer 2019,2019-06-01,7.02
213416,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2014,2014-06-01,18.83
827067,386,Ozone (O3),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2022,2022-06-01,30.91196258
411098,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2015-16,2015-12-01,7.67
670897,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2020,2020-06-01,28.13
412799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2015-16,2015-12-01,23.94
518518,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2012-2014,2012-01-02,98.8
877177,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Winter 2022-23,2022-12-01,22.50847324
179352,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Summer 2010,2010-06-01,12.03
177323,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2012-13,2012-12-01,9.75
828071,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2017-2019,2017-01-01,3.0
178569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2013,2012-12-01,9.06
827115,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2022,2022-06-01,32.93001894
628966,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2015-2017,2015-01-01,33.3
169501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2012,2012-06-01,10.47
603030,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2018,2018-06-01,13.63
338202,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2015,2015-06-01,31.88
742507,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2020-21,2020-12-01,6.578671948
165947,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2011-12,2011-12-01,26.52
179765,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,5,Staten Island,2015,2015-01-01,2.7
170400,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Annual Average 2013,2012-12-01,11.06
799825,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,204,East New York,2014,2014-01-01,1.506974231
131353,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501,Port Richmond,2005-2007,2005-01-01,8.0
827038,386,Ozone (O3),Mean,ppb,CD,111,East Harlem (CD11),Summer 2022,2022-06-01,31.53651581
175422,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Winter 2012-13,2012-12-01,28.3
605776,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Winter 2017-18,2017-12-01,7.0
172670,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Annual Average 2011,2010-12-01,22.21
828028,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,2017-01-01,4.0
169408,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2011,2011-06-01,11.72
518855,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2012-2014,2012-01-02,11.12082675
165739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Winter 2008-09,2008-12-01,41.26
826338,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2021-22,2021-12-01,19.05259378
334062,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,Southeast Queens,Winter 2014-15,2014-12-01,8.23
606054,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2018,2018-06-01,8.28
336548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2015,2015-06-01,19.02
174241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2012,2011-12-01,8.58
547359,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2017,2017-06-01,10.43
817252,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,202,Hunts Point and Longwood (CD2),2019,2019-01-01,3.417027
333966,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2014-15,2014-12-01,10.65
742520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2021,2021-06-01,8.684350721
669914,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Winter 2019-20,2019-12-01,7.54
603029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,2018-01-01,19.12
177908,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2012,2012-06-01,10.28
165988,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Winter 2012-13,2012-12-01,25.71
669974,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2019-20,2019-12-01,6.12
628907,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2015-2017,2015-01-01,107.9
222495,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2013,2013-06-01,31.44
816720,643,Annual vehicle miles traveled,Million miles,per square mile,CD,414,Rockaway and Broad Channel (CD14),2019,2019-01-01,15.124319
826019,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2022,2022-06-01,10.58078526
211777,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Annual Average 2014,2013-12-01,19.45
628964,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,5,Staten Island,2015-2017,2015-01-01,11.2
817134,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,Borough,3,Manhattan,2019,2019-01-01,7.307251
172658,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Annual Average 2011,2010-12-01,19.21
874604,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2023,2023-01-01,7.00445686
172642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2010,2009-12-01,31.09
741093,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2021,2021-01-01,15.2992962
170219,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2009,2008-12-01,8.75
669945,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2020,2020-06-01,7.12
222486,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,Summer 2010,2010-06-01,36.12
876997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2022-23,2022-12-01,19.78791893
547410,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2017,2017-06-01,8.54
151650,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310,Lower Manhattan,2005,2005-01-01,95.378252
179277,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2009-10,2009-12-01,19.14
649965,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2018-19,2018-12-01,7.14
172747,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2013,2012-12-01,12.68
176685,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Annual Average 2013,2012-12-01,23.41
216475,386,Ozone (O3),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2014,2014-06-01,30.26
651040,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2019,2019-06-01,33.98
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Winter 2014-15,2014-12-01,22.69
825768,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,2022-01-01,16.16730564
669949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2020,2020-01-01,6.12
817101,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,404,Elmhurst and Corona (CD4),2010,2010-01-01,94.158319
410961,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Summer 2016,2016-06-01,8.89
825892,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2021-22,2021-12-01,20.91188187
177932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2012,2012-06-01,9.41
165849,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2009-10,2009-12-01,25.64
669595,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2020,2020-01-01,9.24
178544,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2012,2011-12-01,9.99
412653,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2016,2016-06-01,16.36
874469,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2022-23,2022-12-01,8.105953974
336652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2015,2015-01-01,18.62
130788,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2005-2007,2005-01-01,152.6
518528,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,307,Gramercy Park - Murray Hill,2012-2014,2012-01-02,48.8
175361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2010-11,2010-12-01,31.48
823247,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2022,2022-06-01,7.592961678
649764,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Winter 2018-19,2018-12-01,6.83
219973,386,Ozone (O3),Mean,ppb,Borough,2,Brooklyn,Summer 2011,2011-06-01,33.19
874909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2023,2023-06-01,8.936772164
170390,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2012,2011-12-01,8.61
669904,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2020,2020-01-01,6.06
178501,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2011,2010-12-01,11.12
550043,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2017,2017-01-01,20.72
334228,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2015,2015-01-01,9.72
315639,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,102,Northeast Bronx,2011,2011-01-01,2.0
411010,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2016,2015-12-31,7.85
602837,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2018,2018-01-01,16.89
547440,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2017,2017-06-01,11.53
828165,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,202,Downtown - Heights - Slope,2017-2019,2017-01-01,3.0
222455,386,Ozone (O3),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2009,2009-06-01,24.33
173188,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2010-11,2010-12-01,11.81
667761,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2020,2020-06-01,10.82
166801,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101,Financial District (CD1),Summer 2012,2012-06-01,29.25
165770,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2008-09,2008-12-01,33.2
171684,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2011-12,2011-12-01,23.67
878156,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2023,2023-06-01,32.51779978
333985,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2015,2015-01-01,9.45
603095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,2018-01-01,16.26
669686,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Summer 2020,2020-06-01,7.27
877076,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2023,2023-01-01,15.04427297
173097,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Winter 2008-09,2008-12-01,13.49
602806,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,Southwest Queens,Winter 2017-18,2017-12-01,23.99
742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2021,2021-01-01,6.429082861
667190,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2019-20,2019-12-01,29.8
827544,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,310,Lower Manhattan,2017-2019,2017-01-01,23.0
667567,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2020,2020-01-01,18.65
338170,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2015,2015-06-01,32.36
172186,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2012,2012-06-01,18.91
168532,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Winter 2010-11,2010-12-01,13.58
173707,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2012,2012-06-01,10.41
412741,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Average 2016,2015-12-31,19.82
825718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2022,2022-06-01,13.86713279
649810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2019,2019-01-01,6.56
825993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,Southeast Queens,Annual Average 2022,2022-01-01,14.1130938
334015,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2015,2015-01-01,9.78
130975,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",Borough,2,Brooklyn,2005-2007,2005-01-01,29.3
154498,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,501,St. George and Stapleton (CD1),2005,2005-01-01,1.125158
154587,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2005,2005-01-01,36.689191
603050,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2018,2018-01-01,18.8
743723,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2021,2021-06-01,30.29229041
602887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27.14
179652,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Annual Average 2010,2009-12-01,8.8
221905,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2011,2011-06-01,32.66
651022,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2019,2019-06-01,30.16
167719,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2012,2011-12-01,20.08
173737,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Summer 2013,2013-06-01,10.29
175436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2012-13,2012-12-01,29.88
643673,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2019,2019-06-01,9.24
877215,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2023,2023-06-01,12.15486597
179442,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2013,2012-12-01,13.8
412788,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2016,2016-06-01,15.8
216535,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2014,2014-06-01,31.14
131339,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2005-2007,2005-01-01,3.2
177788,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,2009-06-01,11.36
173205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2011-12,2011-12-01,9.93
179360,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2012,2012-06-01,25.83
174238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,305307,Upper East Side-Gramercy,Annual Average 2012,2011-12-01,12.14
628435,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2015-2017,2015-01-01,47.3
213408,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2014,2014-06-01,19.28
336520,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2015,2015-01-01,19.09
177885,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Summer 2011,2011-06-01,11.35
823375,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410,Rockaways,Annual Average 2022,2022-01-01,5.027691213
174221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2012,2011-12-01,8.98
222454,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2014,2014-06-01,29.32
222477,386,Ozone (O3),Mean,ppb,UHF42,206,Borough Park,Summer 2013,2013-06-01,30.61
628480,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1,Bronx,2015-2017,2015-01-01,67.0
825961,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2022,2022-06-01,13.40817829
816942,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,202,Downtown - Heights - Slope,2019,2019-01-01,116.158587
628425,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,409,Southeast Queens,2015-2017,2015-01-01,26.3
177189,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Winter 2009-10,2009-12-01,10.67
179590,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Summer 2013,2013-06-01,11.81
877023,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2023,2023-06-01,12.10054339
213411,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2014,2014-06-01,16.63
649862,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2019,2019-06-01,7.48
176626,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2011,2010-12-01,22.1
151642,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,302,Central Harlem - Morningside Heights,2005,2005-01-01,77.189227
336668,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2015,2015-06-01,18.63
412429,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2016,2015-12-31,16.04
742380,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2021,2021-01-01,6.282001681
877225,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2022-23,2022-12-01,20.85918499
213805,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2013-14,2013-12-01,10.74
643473,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206,Borough Park,Winter 2018-19,2018-12-01,21.76
336847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2015,2015-01-01,20.65
130776,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,Borough,1,Bronx,2005,2005-01-01,3.3
177906,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2012,2012-06-01,10.87
742342,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2020-21,2020-12-01,6.839020945
876870,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2023,2023-06-01,12.06848595
649990,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2019,2019-01-01,6.34
412759,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2016,2015-12-31,18.54
547630,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Annual Average 2017,2017-01-01,8.09
171582,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Winter 2008-09,2008-12-01,29.22
817078,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,310,Bay Ridge and Dyker Heights (CD10),2019,2019-01-01,77.161708
165822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2009-10,2009-12-01,28.2
874509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2023,2023-01-01,6.991796515
743649,386,Ozone (O3),Mean,ppb,CD,101,Financial District (CD1),Summer 2021,2021-06-01,28.04687548
179439,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Annual Average 2013,2012-12-01,19.92
171577,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2008-09,2008-12-01,36.38
172182,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2012,2012-06-01,12.43
549435,386,Ozone (O3),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2017,2017-06-01,28.88
643672,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2019,2019-01-01,13.13
173219,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Winter 2011-12,2011-12-01,12.0
876891,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2023,2023-06-01,13.58713104
211988,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308,Chelsea-Village,Summer 2014,2014-06-01,11.48
643336,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2019,2019-01-01,18.75
628387,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,4,Queens,2015-2017,2015-01-01,31.4
743646,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2021,2021-06-01,27.28329754
333992,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2015,2015-06-01,9.29
605802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2018,2018-06-01,9.85
